id;type;geometry_name;geometry_type;geometry_coordinates;Longitude;Latitude;Satélite;País;Estado;Município;Data;Risco de Fogo;Precipitação;Dias sem Chuva
focos_ams_24h.bf4b9ce1-b809-30a8-a71a-9a9412f57108;Feature;geom;Point;[-64.65206, 7.51589];-64,65206;7,51589;NOAA-20;Venezuela;Bolívar;Sucre;2023-03-15T06:29:00+00:00;;;
focos_ams_24h.feb517b2-9e82-3a40-8e5e-08a14907029b;Feature;geom;Point;[-64.48973, 7.53302];-64,48973;7,53302;NOAA-20;Venezuela;Bolívar;Sucre;2023-03-15T06:29:00+00:00;;;
focos_ams_24h.44d96bbd-36f6-3755-a0d5-b790c38e928c;Feature;geom;Point;[-64.61688, 7.55038];-64,61688;7,55038;NOAA-20;Venezuela;Bolívar;Sucre;2023-03-15T06:29:00+00:00;;;
focos_ams_24h.54a7571b-ebe1-3689-b41e-d7601aaaf5fa;Feature;geom;Point;[-64.58039, 7.60238];-64,58039;7,60238;NOAA-20;Venezuela;Bolívar;Sucre;2023-03-15T06:29:00+00:00;;;
focos_ams_24h.ded71bfd-58c8-3089-be08-9407f5cad846;Feature;geom;Point;[-64.5808, 7.60449];-64,5808;7,60449;NOAA-20;Venezuela;Bolívar;Sucre;2023-03-15T06:29:00+00:00;;;
focos_ams_24h.40c04d4e-6834-3067-9557-b5696cd8466b;Feature;geom;Point;[-64.04635, 7.72001];-64,04635;7,72001;NOAA-20;Venezuela;Bolívar;Heres;2023-03-15T06:29:00+00:00;;;
focos_ams_24h.eceae7ce-d778-3134-94c5-c5fcc37238a7;Feature;geom;Point;[-64.04649, 7.72163];-64,04649;7,72163;NOAA-20;Venezuela;Bolívar;Heres;2023-03-15T06:29:00+00:00;;;
focos_ams_24h.473b6473-1251-3852-9248-d55c11377262;Feature;geom;Point;[-64.0454, 7.72589];-64,0454;7,72589;NOAA-20;Venezuela;Bolívar;Heres;2023-03-15T06:29:00+00:00;;;
focos_ams_24h.de240441-3d70-31b2-b21c-3d70dd079981;Feature;geom;Point;[-64.04556, 7.72752];-64,04556;7,72752;NOAA-20;Venezuela;Bolívar;Heres;2023-03-15T06:29:00+00:00;;;
focos_ams_24h.f3fdd552-c287-337a-8445-2ae7683b7c30;Feature;geom;Point;[-64.65611, 7.83435];-64,65611;7,83435;NOAA-20;Venezuela;Anzoátegui;Monagas;2023-03-15T06:29:00+00:00;;;
focos_ams_24h.2fe66d57-ae5c-341c-9557-c0bf46deb2df;Feature;geom;Point;[-63.87964, 7.77433];-63,87964;7,77433;NOAA-20;Venezuela;Bolívar;Heres;2023-03-15T06:29:00+00:00;;;
focos_ams_24h.e62397ef-4bd4-3195-a65f-2c4e009699cc;Feature;geom;Point;[-63.77378, 7.83805];-63,77378;7,83805;NOAA-20;Venezuela;Bolívar;Heres;2023-03-15T06:29:00+00:00;;;
focos_ams_24h.e76a2f49-a41d-3760-b862-1a3e86655875;Feature;geom;Point;[-63.96503, 7.84911];-63,96503;7,84911;NOAA-20;Venezuela;Bolívar;Heres;2023-03-15T06:29:00+00:00;;;
focos_ams_24h.d8e01a93-8034-392b-8a63-c9d72c880aaa;Feature;geom;Point;[-63.91749, 7.94169];-63,91749;7,94169;NOAA-20;Venezuela;Anzoátegui;Miranda;2023-03-15T06:29:00+00:00;;;
focos_ams_24h.75b27873-736c-3f5b-9dec-bbcce114dc9b;Feature;geom;Point;[-63.54416, 8.61936];-63,54416;8,61936;NOAA-20;Venezuela;Anzoátegui;Independencia;2023-03-15T06:29:00+00:00;;;
focos_ams_24h.4b8fb5ba-edd1-3a81-89bd-34dc2d8995e1;Feature;geom;Point;[-63.52965, 8.62277];-63,52965;8,62277;NOAA-20;Venezuela;Anzoátegui;Independencia;2023-03-15T06:29:00+00:00;;;
focos_ams_24h.2e3ebd4b-0724-3e67-af83-9c5996de7a71;Feature;geom;Point;[-63.53411, 8.62362];-63,53411;8,62362;NOAA-20;Venezuela;Anzoátegui;Independencia;2023-03-15T06:29:00+00:00;;;
focos_ams_24h.6e4207c8-397d-3a23-9b0f-49beeeac51e5;Feature;geom;Point;[-63.53857, 8.62447];-63,53857;8,62447;NOAA-20;Venezuela;Anzoátegui;Independencia;2023-03-15T06:29:00+00:00;;;
focos_ams_24h.47f4ce51-d13f-3071-adbd-5951ff8f387c;Feature;geom;Point;[-63.63138, 8.80873];-63,63138;8,80873;NOAA-20;Venezuela;Anzoátegui;Guanipa;2023-03-15T06:29:00+00:00;;;
focos_ams_24h.fbfbc4c1-4d38-39d2-8cdc-001e10ce9fd0;Feature;geom;Point;[-63.63014, 8.81065];-63,63014;8,81065;NOAA-20;Venezuela;Anzoátegui;Guanipa;2023-03-15T06:29:00+00:00;;;
focos_ams_24h.da78ef50-b83b-3190-b926-6293de07894b;Feature;geom;Point;[-63.77344, 8.81306];-63,77344;8,81306;NOAA-20;Venezuela;Anzoátegui;Guanipa;2023-03-15T06:29:00+00:00;;;
focos_ams_24h.376b996c-641d-3200-8265-7a9be829f984;Feature;geom;Point;[-63.62478, 8.81577];-63,62478;8,81577;NOAA-20;Venezuela;Anzoátegui;Guanipa;2023-03-15T06:29:00+00:00;;;
focos_ams_24h.77abe084-912c-3818-a7ca-98ab349e3f1c;Feature;geom;Point;[-63.62075, 8.81892];-63,62075;8,81892;NOAA-20;Venezuela;Anzoátegui;Freites;2023-03-15T06:29:00+00:00;;;
focos_ams_24h.0975421c-9884-398d-80bd-5a71740839da;Feature;geom;Point;[-63.6251, 8.81975];-63,6251;8,81975;NOAA-20;Venezuela;Anzoátegui;Freites;2023-03-15T06:29:00+00:00;;;
focos_ams_24h.00000a2d-8b6c-32fb-9912-2fcdd6f3ccca;Feature;geom;Point;[-63.62378, 8.8217];-63,62378;8,8217;NOAA-20;Venezuela;Anzoátegui;Freites;2023-03-15T06:29:00+00:00;;;
focos_ams_24h.9139a130-644e-3a00-8bc9-85d6c81bf85e;Feature;geom;Point;[-63.7621, 8.82306];-63,7621;8,82306;NOAA-20;Venezuela;Anzoátegui;Guanipa;2023-03-15T06:29:00+00:00;;;
focos_ams_24h.f596896c-f7c1-3c0b-ab10-3f7d9866989e;Feature;geom;Point;[-63.6089, 8.83501];-63,6089;8,83501;NOAA-20;Venezuela;Anzoátegui;Freites;2023-03-15T06:29:00+00:00;;;
focos_ams_24h.e4763267-7f03-3a05-92b7-e7512c1fa18b;Feature;geom;Point;[-63.53706, 8.87658];-63,53706;8,87658;NOAA-20;Venezuela;Anzoátegui;Freites;2023-03-15T06:29:00+00:00;;;
focos_ams_24h.d84fedd4-a3ab-33ea-8520-f765845f0441;Feature;geom;Point;[-63.81596, 8.94103];-63,81596;8,94103;NOAA-20;Venezuela;Anzoátegui;Freites;2023-03-15T06:29:00+00:00;;;
focos_ams_24h.ad73e1a4-0b1b-3f4d-9a53-75f0118baefe;Feature;geom;Point;[-63.82711, 9.19431];-63,82711;9,19431;NOAA-20;Venezuela;Anzoátegui;Freites;2023-03-15T06:29:00+00:00;;;
focos_ams_24h.0a9e8936-e140-34df-ac97-a87613cd07ca;Feature;geom;Point;[-63.83123, 9.1951];-63,83123;9,1951;NOAA-20;Venezuela;Anzoátegui;Freites;2023-03-15T06:29:00+00:00;;;
focos_ams_24h.fdb144df-086f-3ea2-9ec0-9148fcae87f0;Feature;geom;Point;[-63.82967, 9.19516];-63,82967;9,19516;NOAA-20;Venezuela;Anzoátegui;Freites;2023-03-15T06:29:00+00:00;;;
focos_ams_24h.69b17213-f005-3291-a1f8-e38ad02ba8e5;Feature;geom;Point;[-63.83535, 9.19589];-63,83535;9,19589;NOAA-20;Venezuela;Anzoátegui;Freites;2023-03-15T06:29:00+00:00;;;
focos_ams_24h.91f33f28-fb28-37d0-a4a8-656452d572df;Feature;geom;Point;[-63.83381, 9.19592];-63,83381;9,19592;NOAA-20;Venezuela;Anzoátegui;Freites;2023-03-15T06:29:00+00:00;;;
focos_ams_24h.d9b4be3f-9f5e-3e75-ad60-6b66bbec01c8;Feature;geom;Point;[-63.68162, 9.32884];-63,68162;9,32884;NOAA-20;Venezuela;Monagas;Aguasay;2023-03-15T06:29:00+00:00;;;
focos_ams_24h.e5fad778-27f8-3ff5-ae38-ef3c4b790384;Feature;geom;Point;[-64.92153, 8.0376];-64,92153;8,0376;NOAA-20;Venezuela;Anzoátegui;Monagas;2023-03-15T06:29:00+00:00;;;
focos_ams_24h.f9075bed-33fb-3bab-8fdb-a5c83b17ce0b;Feature;geom;Point;[-64.92525, 8.03828];-64,92525;8,03828;NOAA-20;Venezuela;Anzoátegui;Monagas;2023-03-15T06:29:00+00:00;;;
focos_ams_24h.37dcfba0-f444-39d4-bbac-543c59e46ca0;Feature;geom;Point;[-64.92899, 8.03896];-64,92899;8,03896;NOAA-20;Venezuela;Anzoátegui;Monagas;2023-03-15T06:29:00+00:00;;;
focos_ams_24h.b298d6f5-ac98-3ec4-b5cc-086cb303ccea;Feature;geom;Point;[-64.92049, 8.0431];-64,92049;8,0431;NOAA-20;Venezuela;Anzoátegui;Monagas;2023-03-15T06:29:00+00:00;;;
focos_ams_24h.65f4b9f6-8de8-3a9e-839e-fe5679ad0637;Feature;geom;Point;[-64.1704, 8.07868];-64,1704;8,07868;NOAA-20;Venezuela;Anzoátegui;Miranda;2023-03-15T06:29:00+00:00;;;
focos_ams_24h.18d3f8e0-d9c6-3162-9900-b91399587193;Feature;geom;Point;[-64.17073, 8.07904];-64,17073;8,07904;NOAA-20;Venezuela;Anzoátegui;Miranda;2023-03-15T06:29:00+00:00;;;
focos_ams_24h.af377e82-f733-39e6-bb69-34a1f3e43236;Feature;geom;Point;[-64.74453, 8.13015];-64,74453;8,13015;NOAA-20;Venezuela;Anzoátegui;Monagas;2023-03-15T06:29:00+00:00;;;
focos_ams_24h.90823d4a-f874-32be-b59a-643e9649a6f8;Feature;geom;Point;[-64.74835, 8.13084];-64,74835;8,13084;NOAA-20;Venezuela;Anzoátegui;Monagas;2023-03-15T06:29:00+00:00;;;
focos_ams_24h.c71240ab-4e57-3215-9974-7725bcb25bb5;Feature;geom;Point;[-64.29626, 8.18071];-64,29626;8,18071;NOAA-20;Venezuela;Anzoátegui;Monagas;2023-03-15T06:29:00+00:00;;;
focos_ams_24h.9bb2c1a8-619a-3e61-922b-ed612923a851;Feature;geom;Point;[-64.2943, 8.1852];-64,2943;8,1852;NOAA-20;Venezuela;Anzoátegui;Monagas;2023-03-15T06:29:00+00:00;;;
focos_ams_24h.26947f0c-0992-36d6-8b60-84a9f067440a;Feature;geom;Point;[-64.68475, 8.19841];-64,68475;8,19841;NOAA-20;Venezuela;Anzoátegui;Monagas;2023-03-15T06:29:00+00:00;;;
focos_ams_24h.7862a725-981e-3aad-81f4-73ef1e28936d;Feature;geom;Point;[-64.3717, 8.40892];-64,3717;8,40892;NOAA-20;Venezuela;Anzoátegui;Miranda;2023-03-15T06:29:00+00:00;;;
focos_ams_24h.b31c6dbf-2ba6-33c8-8720-2cf1f6aadf62;Feature;geom;Point;[-64.19584, 8.5271];-64,19584;8,5271;NOAA-20;Venezuela;Anzoátegui;Miranda;2023-03-15T06:29:00+00:00;;;
focos_ams_24h.360f46a6-5e5e-3e6e-8196-dd73fda8c56f;Feature;geom;Point;[-64.22074, 8.54953];-64,22074;8,54953;NOAA-20;Venezuela;Anzoátegui;Miranda;2023-03-15T06:29:00+00:00;;;
focos_ams_24h.09faf436-5469-3724-9380-e5795ebf812e;Feature;geom;Point;[-64.8933, 8.63427];-64,8933;8,63427;NOAA-20;Venezuela;Guárico;Santa María de Ipire;2023-03-15T06:29:00+00:00;;;
focos_ams_24h.1f32c6cc-3a92-3cc0-a9a5-5a3ced041d51;Feature;geom;Point;[-64.89259, 8.63492];-64,89259;8,63492;NOAA-20;Venezuela;Guárico;Santa María de Ipire;2023-03-15T06:29:00+00:00;;;
focos_ams_24h.5c548566-86a7-37c1-ad40-f2a6130de652;Feature;geom;Point;[-64.87733, 8.63772];-64,87733;8,63772;NOAA-20;Venezuela;Guárico;Santa María de Ipire;2023-03-15T06:29:00+00:00;;;
focos_ams_24h.68814b30-1cc2-3f09-b22d-aea11081aa9b;Feature;geom;Point;[-64.88158, 8.63781];-64,88158;8,63781;NOAA-20;Venezuela;Guárico;Santa María de Ipire;2023-03-15T06:29:00+00:00;;;
focos_ams_24h.3d6f28ca-2ca9-3341-8d11-7c689687ec22;Feature;geom;Point;[-64.88089, 8.63839];-64,88089;8,63839;NOAA-20;Venezuela;Guárico;Santa María de Ipire;2023-03-15T06:29:00+00:00;;;
focos_ams_24h.6a01f0b3-90da-36aa-b74c-842bb392062d;Feature;geom;Point;[-64.88871, 8.63909];-64,88871;8,63909;NOAA-20;Venezuela;Guárico;Santa María de Ipire;2023-03-15T06:29:00+00:00;;;
focos_ams_24h.8058460a-89c4-3043-a8ab-cdc2e946f44d;Feature;geom;Point;[-64.88801, 8.63972];-64,88801;8,63972;NOAA-20;Venezuela;Guárico;Santa María de Ipire;2023-03-15T06:29:00+00:00;;;
focos_ams_24h.f76812db-702f-345f-9175-632e8edaf3f9;Feature;geom;Point;[-64.8923, 8.63974];-64,8923;8,63974;NOAA-20;Venezuela;Guárico;Santa María de Ipire;2023-03-15T06:29:00+00:00;;;
focos_ams_24h.3773a473-74c7-3050-8439-f7d23ae746c7;Feature;geom;Point;[-64.08447, 8.72783];-64,08447;8,72783;NOAA-20;Venezuela;Anzoátegui;Simón Rodríguez;2023-03-15T06:29:00+00:00;;;
focos_ams_24h.e57d6ab1-d891-3002-95ff-2a7f4dd74325;Feature;geom;Point;[-64.08854, 8.72861];-64,08854;8,72861;NOAA-20;Venezuela;Anzoátegui;Simón Rodríguez;2023-03-15T06:29:00+00:00;;;
focos_ams_24h.3aeaf9bc-b2e2-3f57-8af2-a8aab5ef93c9;Feature;geom;Point;[-64.07526, 8.73205];-64,07526;8,73205;NOAA-20;Venezuela;Anzoátegui;Simón Rodríguez;2023-03-15T06:29:00+00:00;;;
focos_ams_24h.f1b9dfa0-f21b-3616-9e57-6a19c3d0488f;Feature;geom;Point;[-64.41861, 8.80814];-64,41861;8,80814;NOAA-20;Venezuela;Anzoátegui;Aragua;2023-03-15T06:29:00+00:00;;;
focos_ams_24h.e5ce983a-6afb-3ed7-8e8a-93e6112f9eee;Feature;geom;Point;[-64.42248, 8.80887];-64,42248;8,80887;NOAA-20;Venezuela;Anzoátegui;Aragua;2023-03-15T06:29:00+00:00;;;
focos_ams_24h.ed54c027-650f-3a27-8c8f-ed2167bc7f4f;Feature;geom;Point;[-64.83834, 8.93698];-64,83834;8,93698;NOAA-20;Venezuela;Anzoátegui;General Sir Arthur McGregor;2023-03-15T06:29:00+00:00;;;
focos_ams_24h.aa875962-973d-3588-a2bb-fc72100f71e8;Feature;geom;Point;[-64.60793, 8.95695];-64,60793;8,95695;NOAA-20;Venezuela;Anzoátegui;Aragua;2023-03-15T06:29:00+00:00;;;
focos_ams_24h.98fa59fc-1f74-34f6-a390-5d0851cf548f;Feature;geom;Point;[-64.51781, 9.26433];-64,51781;9,26433;NOAA-20;Venezuela;Anzoátegui;Anaco;2023-03-15T06:29:00+00:00;;;
focos_ams_24h.ff15180d-3459-3a72-891c-a22910092333;Feature;geom;Point;[-64.71771, 9.26766];-64,71771;9,26766;NOAA-20;Venezuela;Anzoátegui;Aragua;2023-03-15T06:29:00+00:00;;;
focos_ams_24h.69d9eff0-ea56-3c10-b95a-0e6f88ac9f62;Feature;geom;Point;[-63.97601, 10.0639];-63,97601;10,0639;NOAA-20;Venezuela;Anzoátegui;Freites;2023-03-15T06:29:00+00:00;;;
focos_ams_24h.bcd8797a-8323-3377-9426-ea02502c57d6;Feature;geom;Point;[-63.97268, 10.06667];-63,97268;10,06667;NOAA-20;Venezuela;Sucre;Montes;2023-03-15T06:29:00+00:00;;;
focos_ams_24h.fadd3b0c-d202-384b-8c13-ee7ef16de113;Feature;geom;Point;[-63.97596, 10.06729];-63,97596;10,06729;NOAA-20;Venezuela;Sucre;Montes;2023-03-15T06:29:00+00:00;;;
focos_ams_24h.07e62850-aaf5-3ce5-88dd-5bc81fdd1626;Feature;geom;Point;[-63.97935, 10.06793];-63,97935;10,06793;NOAA-20;Venezuela;Sucre;Montes;2023-03-15T06:29:00+00:00;;;
focos_ams_24h.388bb042-3cef-3374-b89b-d11523c96ebd;Feature;geom;Point;[-63.97398, 10.06937];-63,97398;10,06937;NOAA-20;Venezuela;Sucre;Montes;2023-03-15T06:29:00+00:00;;;
focos_ams_24h.47393968-18f3-3137-91c7-0235e4752bfd;Feature;geom;Point;[-63.97726, 10.07];-63,97726;10,07;NOAA-20;Venezuela;Sucre;Montes;2023-03-15T06:29:00+00:00;;;
focos_ams_24h.bc4e63ee-fad6-311c-893e-1842b382834e;Feature;geom;Point;[-63.98074, 10.07068];-63,98074;10,07068;NOAA-20;Venezuela;Sucre;Montes;2023-03-15T06:29:00+00:00;;;
focos_ams_24h.a09375d5-9fa9-3e76-9547-a6ca7a9e9c35;Feature;geom;Point;[-63.97375, 10.07272];-63,97375;10,07272;NOAA-20;Venezuela;Sucre;Montes;2023-03-15T06:29:00+00:00;;;
focos_ams_24h.83c56b7e-c795-3c84-ae96-4a53be5c886b;Feature;geom;Point;[-63.97719, 10.07337];-63,97719;10,07337;NOAA-20;Venezuela;Sucre;Montes;2023-03-15T06:29:00+00:00;;;
focos_ams_24h.aec7e5c6-f40e-336b-a433-0d9d2ed21e34;Feature;geom;Point;[-63.98083, 10.07405];-63,98083;10,07405;NOAA-20;Venezuela;Sucre;Montes;2023-03-15T06:29:00+00:00;;;
focos_ams_24h.161eb6cc-848c-3b5f-ab21-bd8fc0491d89;Feature;geom;Point;[-63.98572, 10.08081];-63,98572;10,08081;NOAA-20;Venezuela;Sucre;Montes;2023-03-15T06:29:00+00:00;;;
focos_ams_24h.40fb9b3f-0456-3b94-ace4-d2726ec94cf6;Feature;geom;Point;[-63.98943, 10.0815];-63,98943;10,0815;NOAA-20;Venezuela;Sucre;Montes;2023-03-15T06:29:00+00:00;;;
focos_ams_24h.9be84fda-0366-31fe-bbe6-2eb9d413dd5a;Feature;geom;Point;[-63.98605, 10.08343];-63,98605;10,08343;NOAA-20;Venezuela;Sucre;Montes;2023-03-15T06:29:00+00:00;;;
focos_ams_24h.384e9473-986b-33d9-95ad-9a25522b08dd;Feature;geom;Point;[-63.98975, 10.08415];-63,98975;10,08415;NOAA-20;Venezuela;Sucre;Montes;2023-03-15T06:29:00+00:00;;;
focos_ams_24h.3e0a7e4f-e518-3b8c-9a6d-76d1dc65643f;Feature;geom;Point;[-63.98441, 10.08641];-63,98441;10,08641;NOAA-20;Venezuela;Sucre;Montes;2023-03-15T06:29:00+00:00;;;
focos_ams_24h.0501ab2d-0d25-31a2-9c4a-997836756c33;Feature;geom;Point;[-76.48703, 8.31745];-76,48703;8,31745;NOAA-20;Colombia;Antioquia;Turbo;2023-03-15T06:29:00+00:00;;;
focos_ams_24h.d50a54cb-405d-33cc-8b3a-e0a206b1a34e;Feature;geom;Point;[-76.49023, 8.32142];-76,49023;8,32142;NOAA-20;Colombia;Antioquia;Turbo;2023-03-15T06:29:00+00:00;;;
focos_ams_24h.1f0db1a7-c470-3685-9599-f4ba52820599;Feature;geom;Point;[-63.33815, 7.44097];-63,33815;7,44097;NOAA-20;Venezuela;Bolívar;Angostura;2023-03-15T06:29:00+00:00;;;
focos_ams_24h.8405b155-4397-3280-a6e9-8a2c183e1a73;Feature;geom;Point;[-63.3429, 7.44185];-63,3429;7,44185;NOAA-20;Venezuela;Bolívar;Angostura;2023-03-15T06:29:00+00:00;;;
focos_ams_24h.759ea455-3b4d-3349-adfb-7abc525ea4de;Feature;geom;Point;[-62.24818, 7.53231];-62,24818;7,53231;NOAA-20;Venezuela;Bolívar;Piar;2023-03-15T06:29:00+00:00;;;
focos_ams_24h.0cfd5461-80a6-3326-a257-4777725e2286;Feature;geom;Point;[-62.25389, 7.53339];-62,25389;7,53339;NOAA-20;Venezuela;Bolívar;Piar;2023-03-15T06:29:00+00:00;;;
focos_ams_24h.4aa64be9-23df-3ccf-9458-2ed0e6f88183;Feature;geom;Point;[-62.25959, 7.53448];-62,25959;7,53448;NOAA-20;Venezuela;Bolívar;Piar;2023-03-15T06:29:00+00:00;;;
focos_ams_24h.aa04a1b8-62b8-38b7-83a5-9ddb45c39457;Feature;geom;Point;[-62.25265, 7.53995];-62,25265;7,53995;NOAA-20;Venezuela;Bolívar;Piar;2023-03-15T06:29:00+00:00;;;
focos_ams_24h.5ca30e9c-c269-348b-b17d-ea1de3004545;Feature;geom;Point;[-66.51345, 9.90762];-66,51345;9,90762;NOAA-20;Venezuela;Guárico;Monagas;2023-03-15T06:29:00+00:00;;;
focos_ams_24h.b363e51b-39a5-3edf-a2d8-fe9102447e04;Feature;geom;Point;[-67.15343, 9.93508];-67,15343;9,93508;NOAA-20;Venezuela;Aragua;San Sebastián;2023-03-15T06:29:00+00:00;;;
focos_ams_24h.397cfc27-c647-3fb8-90f2-4ac569b5e411;Feature;geom;Point;[-67.15812, 9.93593];-67,15812;9,93593;NOAA-20;Venezuela;Aragua;San Sebastián;2023-03-15T06:29:00+00:00;;;
focos_ams_24h.9abceb57-8e71-3e4d-947e-32367c645be6;Feature;geom;Point;[-67.10556, 9.94066];-67,10556;9,94066;NOAA-20;Venezuela;Aragua;San Sebastián;2023-03-15T06:29:00+00:00;;;
focos_ams_24h.668e0a44-b5e7-36f8-8299-edbd75097409;Feature;geom;Point;[-67.11019, 9.9415];-67,11019;9,9415;NOAA-20;Venezuela;Aragua;San Sebastián;2023-03-15T06:29:00+00:00;;;
focos_ams_24h.cbb092af-c928-362f-8abe-bf4b78bd81f6;Feature;geom;Point;[-67.10532, 9.94538];-67,10532;9,94538;NOAA-20;Venezuela;Aragua;San Sebastián;2023-03-15T06:29:00+00:00;;;
focos_ams_24h.311c1a50-87d2-3892-bcfa-4a8c84a2687e;Feature;geom;Point;[-67.10964, 9.94616];-67,10964;9,94616;NOAA-20;Venezuela;Aragua;San Sebastián;2023-03-15T06:29:00+00:00;;;
focos_ams_24h.67884893-9e72-3657-876a-93091f5a05f1;Feature;geom;Point;[-66.88887, 9.96422];-66,88887;9,96422;NOAA-20;Venezuela;Aragua;San Casimiro;2023-03-15T06:29:00+00:00;;;
focos_ams_24h.8d1c08ab-1a69-39d4-a554-a1b76ca54216;Feature;geom;Point;[-66.8867, 9.96606];-66,8867;9,96606;NOAA-20;Venezuela;Aragua;San Casimiro;2023-03-15T06:29:00+00:00;;;
focos_ams_24h.3a131ec9-af94-373a-ac4b-8f5509684165;Feature;geom;Point;[-66.72196, 9.97957];-66,72196;9,97957;NOAA-20;Venezuela;Aragua;Camatagua;2023-03-15T06:29:00+00:00;;;
focos_ams_24h.bdf5c64a-ae6a-30e6-b8e4-b360dfcf93a4;Feature;geom;Point;[-65.8238, 9.98059];-65,8238;9,98059;NOAA-20;Venezuela;Miranda;Pedro Gual;2023-03-15T06:29:00+00:00;;;
focos_ams_24h.6820fadc-3cf2-33c6-a423-962bf0d9e619;Feature;geom;Point;[-68.7962, 8.033];-68,7962;8,033;GOES-16;Venezuela;Barinas;Sosa;2023-03-15T06:24:20+00:00;;;
focos_ams_24h.364e15e4-1393-30ad-bcd5-2d16d21bb82c;Feature;geom;Point;[-63.5544, 9.6282];-63,5544;9,6282;GOES-16;Venezuela;Monagas;Santa Barbara;2023-03-15T06:24:11+00:00;;;
focos_ams_24h.67438593-05ba-35fd-97f6-57e18f479c31;Feature;geom;Point;[-63.5733, 9.6281];-63,5733;9,6281;GOES-16;Venezuela;Monagas;Santa Barbara;2023-03-15T06:24:11+00:00;;;
focos_ams_24h.720c7b5c-36a4-342b-8f7a-1119b3973c5d;Feature;geom;Point;[-78.345, -2.0221];-78,345;-2,0221;GOES-16;Ecuador;Morona Santiago;Morona;2023-03-15T06:15:18+00:00;;;
focos_ams_24h.9081fbbd-628e-3ca6-816e-b427f915e516;Feature;geom;Point;[-68.9426, 8.0695];-68,9426;8,0695;GOES-16;Venezuela;Barinas;Sosa;2023-03-15T06:14:20+00:00;;;
focos_ams_24h.a4dcc44c-cb45-3229-8418-7723a0a85d2b;Feature;geom;Point;[-68.7962, 8.033];-68,7962;8,033;GOES-16;Venezuela;Barinas;Sosa;2023-03-15T06:14:20+00:00;;;
focos_ams_24h.cf974cd4-83bc-3458-a0ce-a9f94ed5c369;Feature;geom;Point;[-65.9118, 6.5891];-65,9118;6,5891;GOES-16;Venezuela;Bolívar;Cedeño;2023-03-15T06:04:28+00:00;;;
focos_ams_24h.3e8eabd8-dee9-3711-89cd-62c74dfdda8f;Feature;geom;Point;[-68.9426, 8.0695];-68,9426;8,0695;GOES-16;Venezuela;Barinas;Sosa;2023-03-15T06:04:20+00:00;;;
focos_ams_24h.8b71b211-0c97-30c6-9b14-9bf41fef9573;Feature;geom;Point;[-78.345, -2.0221];-78,345;-2,0221;GOES-16;Ecuador;Morona Santiago;Morona;2023-03-15T05:55:18+00:00;;;
focos_ams_24h.ea6d5a57-314a-3150-bab3-b407cdd88db5;Feature;geom;Point;[-71.30961, -50.53012];-71,30961;-50,53012;NPP-375D;Argentina;Santa Cruz;Lago Argentino;2023-03-15T05:55:00+00:00;;;
focos_ams_24h.f54ee3b5-4989-3e7b-b720-c079ccee796a;Feature;geom;Point;[-68.7962, 8.033];-68,7962;8,033;GOES-16;Venezuela;Barinas;Sosa;2023-03-15T05:54:20+00:00;;;
focos_ams_24h.0fb29664-11fb-323e-a056-e8592fd0f24c;Feature;geom;Point;[-68.68937, -32.87766];-68,68937;-32,87766;NPP-375D;Argentina;Mendoza;Guaymallén;2023-03-15T05:53:00+00:00;;;
focos_ams_24h.356fa829-7ed4-3d2e-9cff-a559a4ddde0e;Feature;geom;Point;[-68.69408, -32.87703];-68,69408;-32,87703;NPP-375D;Argentina;Mendoza;Guaymallén;2023-03-15T05:53:00+00:00;;;
focos_ams_24h.ddd4d6f8-343c-3d5c-b475-4c234f9962d9;Feature;geom;Point;[-68.69174, -32.87527];-68,69174;-32,87527;NPP-375D;Argentina;Mendoza;Guaymallén;2023-03-15T05:53:00+00:00;;;
focos_ams_24h.33bbb5ce-b365-3098-b7cc-debacf8e4263;Feature;geom;Point;[-68.6887, -32.87411];-68,6887;-32,87411;NPP-375D;Argentina;Mendoza;Guaymallén;2023-03-15T05:53:00+00:00;;;
focos_ams_24h.c0507e8b-39fe-394c-b518-91094f4426f8;Feature;geom;Point;[-68.69342, -32.87348];-68,69342;-32,87348;NPP-375D;Argentina;Mendoza;Guaymallén;2023-03-15T05:53:00+00:00;;;
focos_ams_24h.425db382-e771-3704-b5db-8e8cb7cd8ca7;Feature;geom;Point;[-55.94958, -32.84616];-55,94958;-32,84616;NPP-375D;Uruguay;Durazno;n.a72;2023-03-15T05:53:00+00:00;;;
focos_ams_24h.1fcbb349-87c9-35bc-9803-6d6c7296088c;Feature;geom;Point;[-62.33259, -32.70988];-62,33259;-32,70988;NPP-375D;Argentina;Córdoba;Marcos Juárez;2023-03-15T05:53:00+00:00;;;
focos_ams_24h.8e7e0bc8-cec1-3bae-b0c5-10b2af0ff6c8;Feature;geom;Point;[-70.88561, -33.45979];-70,88561;-33,45979;NPP-375D;Chile;Región Metropolitana de Santiago;Santiago;2023-03-15T05:53:00+00:00;;;
focos_ams_24h.569b6ec9-ec9f-3217-8f81-c66b98537810;Feature;geom;Point;[-69.26561, -37.71409];-69,26561;-37,71409;NPP-375D;Argentina;Neuquén;Pehuenches;2023-03-15T05:53:00+00:00;;;
focos_ams_24h.286e148e-58d9-3642-9593-01cc5f551678;Feature;geom;Point;[-68.70934, -38.08349];-68,70934;-38,08349;NPP-375D;Argentina;Neuquén;Añelo;2023-03-15T05:53:00+00:00;;;
